1.000000e-01	8.699000e+02
2.000000e-01	8.655541e+02
3.000000e-01	8.525599e+02
4.000000e-01	8.310472e+02
5.000000e-01	8.012310e+02
6.000000e-01	7.634091e+02
7.000000e-01	7.179595e+02
8.000000e-01	6.653362e+02
9.000000e-01	6.060652e+02
1.000000e+00	5.407385e+02
1.100000e+00	4.700090e+02
1.200000e+00	3.945833e+02
1.300000e+00	3.152150e+02
1.400000e+00	2.326972e+02
1.500000e+00	1.478544e+02
1.600000e+00	6.153429e+01
1.700000e+00	2.540066e+01
1.800000e+00	1.120818e+02
1.900000e+00	1.976431e+02
2.000000e+00	2.812296e+02
2.100000e+00	3.620061e+02
2.200000e+00	4.391656e+02
2.300000e+00	5.119371e+02
2.400000e+00	5.795935e+02
2.500000e+00	6.414588e+02
2.600000e+00	6.969148e+02
2.700000e+00	7.454075e+02
2.800000e+00	7.864524e+02
2.900000e+00	8.196392e+02
3.000000e+00	8.446365e+02
3.100000e+00	8.611945e+02
3.200000e+00	8.691477e+02
3.300000e+00	8.684166e+02
3.400000e+00	8.590087e+02
3.500000e+00	8.410177e+02
3.600000e+00	8.146237e+02
3.700000e+00	7.800901e+02
3.800000e+00	7.377622e+02
3.900000e+00	6.880628e+02
4.000000e+00	6.314885e+02
4.100000e+00	5.686046e+02
4.200000e+00	5.000394e+02
4.300000e+00	4.264779e+02
4.400000e+00	3.486552e+02
4.500000e+00	2.673489e+02
4.600000e+00	1.833713e+02
4.700000e+00	9.756148e+01
4.800000e+00	1.077690e+01
4.900000e+00	7.611537e+01
5.000000e+00	1.622471e+02
5.100000e+00	2.467577e+02
5.200000e+00	3.288028e+02
5.300000e+00	4.075627e+02
5.400000e+00	4.822502e+02
5.500000e+00	5.521193e+02
5.600000e+00	6.164718e+02
5.700000e+00	6.746648e+02
5.800000e+00	7.261167e+02
5.900000e+00	7.703134e+02
6.000000e+00	8.068135e+02
6.100000e+00	8.352521e+02
6.200000e+00	8.553452e+02
6.300000e+00	8.668920e+02
6.400000e+00	8.697770e+02
6.500000e+00	8.639716e+02
6.600000e+00	8.495336e+02
6.700000e+00	8.266073e+02
6.800000e+00	7.954219e+02
6.900000e+00	7.562889e+02
7.000000e+00	7.095993e+02
7.100000e+00	6.558196e+02
7.200000e+00	5.954871e+02
7.300000e+00	5.292048e+02
7.400000e+00	4.576348e+02
7.500000e+00	3.814923e+02
7.600000e+00	3.015381e+02
7.700000e+00	2.185709e+02
7.800000e+00	1.334199e+02
7.900000e+00	4.693582e+01
8.000000e+00	4.001725e+01
8.100000e+00	1.265705e+02
8.200000e+00	2.118591e+02
8.300000e+00	2.950308e+02
8.400000e+00	3.752547e+02
8.500000e+00	4.517292e+02
8.600000e+00	5.236902e+02
8.700000e+00	5.904186e+02
8.800000e+00	6.512477e+02
8.900000e+00	7.055698e+02
9.000000e+00	7.528421e+02
9.100000e+00	7.925922e+02
9.200000e+00	8.244230e+02
9.300000e+00	8.480165e+02
9.400000e+00	8.631368e+02
9.500000e+00	8.696330e+02
9.600000e+00	8.674401e+02
9.700000e+00	8.565800e+02
9.800000e+00	8.371612e+02
9.900000e+00	8.093778e+02
1.000000e+01	7.735074e+02
