1.000000e-01	1.240000e-07
2.000000e-01	1.248672e-07
3.000000e-01	1.248790e-07
4.000000e-01	1.249121e-07
5.000000e-01	1.249551e-07
6.000000e-01	1.250095e-07
7.000000e-01	1.250925e-07
8.000000e-01	1.251932e-07
9.000000e-01	1.253316e-07
1.000000e+00	1.254897e-07
1.100000e+00	1.256527e-07
1.200000e+00	1.258189e-07
1.300000e+00	1.259783e-07
1.400000e+00	1.261196e-07
1.500000e+00	1.263808e-07
1.600000e+00	1.265927e-07
1.700000e+00	1.266362e-07
1.800000e+00	1.264877e-07
1.900000e+00	1.262335e-07
2.000000e+00	1.260422e-07
2.100000e+00	1.258878e-07
2.200000e+00	1.257268e-07
2.300000e+00	1.255573e-07
2.400000e+00	1.253992e-07
2.500000e+00	1.252510e-07
2.600000e+00	1.251355e-07
2.700000e+00	1.250414e-07
2.800000e+00	1.249764e-07
2.900000e+00	1.249252e-07
3.000000e+00	1.248905e-07
3.100000e+00	1.248675e-07
3.200000e+00	1.248541e-07
3.300000e+00	1.248557e-07
3.400000e+00	1.248708e-07
3.500000e+00	1.248970e-07
3.600000e+00	1.249351e-07
3.700000e+00	1.249882e-07
3.800000e+00	1.250561e-07
3.900000e+00	1.251503e-07
4.000000e+00	1.252743e-07
4.100000e+00	1.254222e-07
4.200000e+00	1.255851e-07
4.300000e+00	1.257514e-07
4.400000e+00	1.259107e-07
4.500000e+00	1.260639e-07
4.600000e+00	1.262743e-07
4.700000e+00	1.265213e-07
4.800000e+00	1.266421e-07
4.900000e+00	1.265680e-07
5.000000e+00	1.263486e-07
5.100000e+00	1.261065e-07
5.200000e+00	1.259553e-07
5.300000e+00	1.257907e-07
5.400000e+00	1.256264e-07
5.500000e+00	1.254651e-07
5.600000e+00	1.253136e-07
5.700000e+00	1.251781e-07
5.800000e+00	1.250778e-07
5.900000e+00	1.250013e-07
6.000000e+00	1.249469e-07
6.100000e+00	1.249055e-07
6.200000e+00	1.248773e-07
6.300000e+00	1.248573e-07
6.400000e+00	1.248524e-07
6.500000e+00	1.248639e-07
6.600000e+00	1.248839e-07
6.700000e+00	1.249187e-07
6.800000e+00	1.249616e-07
6.900000e+00	1.250217e-07
7.000000e+00	1.251089e-07
7.100000e+00	1.252133e-07
7.200000e+00	1.253582e-07
7.300000e+00	1.255179e-07
7.400000e+00	1.256789e-07
7.500000e+00	1.258484e-07
7.600000e+00	1.260029e-07
7.700000e+00	1.261628e-07
7.800000e+00	1.264249e-07
7.900000e+00	1.266151e-07
8.000000e+00	1.266227e-07
8.100000e+00	1.264502e-07
8.200000e+00	1.261914e-07
8.300000e+00	1.260176e-07
8.400000e+00	1.258616e-07
8.500000e+00	1.256937e-07
8.600000e+00	1.255310e-07
8.700000e+00	1.253730e-07
8.800000e+00	1.252297e-07
8.900000e+00	1.251171e-07
9.000000e+00	1.250299e-07
9.100000e+00	1.249682e-07
9.200000e+00	1.249203e-07
9.300000e+00	1.248872e-07
9.400000e+00	1.248659e-07
9.500000e+00	1.248541e-07
9.600000e+00	1.248573e-07
9.700000e+00	1.248724e-07
9.800000e+00	1.249023e-07
9.900000e+00	1.249436e-07
1.000000e+01	1.249948e-07
